postal_code,X,Y,LAT,LONG
098328,28664.7828742865,25045.2465471569,1.24277478743222,103.839291821387
098329,28722.7037484629,25203.030852424,1.24420173253827,103.83981225853
098367,28914.2071324177,25748.0232125409,1.24913044880009,103.841532980908
098368,28915.9627965443,25753.5179109648,1.24918014088826,103.841548756185
098369,29033.6757721893,25598.5239505805,1.24777842597791,103.842606434601
098370,28991.9266882278,25637.1632110905,1.24812786729124,103.84223130902
098371,28991.9266882278,25637.1632110905,1.24812786729124,103.84223130902
098372,29055.7151926566,25478.0560738612,1.24668895575945,103.84280446083
098373,29084.6357365433,25458.658775961,1.2465135324006,103.843064318949
098393,28421.538581734,25066.1652047224,1.24296397254384,103.837106210325
098395,28382.3735058106,25008.5607520472,1.24244301840021,103.836754301542
098402,25892.2692540504,27852.458112672,1.26816216653268,103.814379904552
098403,25862.5533886231,27804.6216831654,1.26772954863558,103.814112900634
098404,25813.4185836878,27771.2109746989,1.26742739055304,103.813671410135
098405,25772.2181069323,27704.1637586076,1.26682103615544,103.81330121467
098406,25711.0765376786,27721.133957699,1.26697450436021,103.812751836052
098407,25671.0893530515,27686.4230274558,1.26666058796636,103.812392540351
098408,25622.1258951686,27741.7076813225,1.26716055939693,103.81195258327
098410,25535.8365045939,27709.0014601759,1.26686476923363,103.811177246714
098411,25494.2172097468,27641.9423184991,1.26625830660219,103.810803288694
098412,25426.4975298606,27616.9526171219,1.26603230310342,103.810194806912
098413,25440.0624597111,27566.2465708833,1.2655737364743,103.810316696338
098414,25386.8995309666,27697.05940881,1.26675675764191,103.809838999267
098415,25386.2640849161,27671.4806924686,1.26652543264124,103.809833291656
098416,25475.701557675,27701.3251060229,1.26679534226967,103.810636914746
098417,25459.656590311,27672.7056075018,1.2665365162765,103.810492747629
098418,25515.5862246436,27751.5485292599,1.26724954844894,103.810995287893
098419,25516.3665938,27739.9873096645,1.26714499289006,103.811002300666
098449,29233.5210427219,25488.8761818763,1.24678680277572,103.844402093991
098450,29138.2094926297,25323.2471416611,1.24528891491061,103.843545688619
098451,29138.2094926298,25323.2471113931,1.24528891463687,103.843545688619
098527,29023.0695377467,25152.5137389396,1.24374486529242,103.842511120774
098528,29023.0695982832,25152.5137994755,1.24374486583988,103.842511121317
098529,29023.0695982832,25152.5137994755,1.24374486583988,103.842511121317
098530,28962.2620967657,25096.0519631859,1.24323424650198,103.841964748723
098531,28962.262096767,25096.0519934539,1.24323424677572,103.841964748723
098532,28962.262096767,25096.0519934539,1.24323424677572,103.841964748723
098533,28971.8549893798,25181.5240879338,1.24400722635937,103.842050945834
098534,28985.807198084,25237.7367279138,1.24451559348462,103.842176311699
098535,29023.8908594846,25225.2932268605,1.24440305761682,103.842518502835
098584,29636.7291775145,26010.4614021462,1.25150381980156,103.848025052391
098616,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098617,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098618,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098619,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098620,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098621,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098622,29446.8921974068,25849.5380042866,1.2500484937676,103.846319306506
098623,29446.8921671393,25849.5379740186,1.25004849349387,103.846319306234
098624,29411.2093016702,25773.3715895247,1.2493596728437,103.845998682514
098625,29411.2093016702,25773.3715895247,1.2493596728437,103.845998682514
098626,29409.178138355,25773.641610207,1.24936211490508,103.845980431966
098627,29446.317105714,25754.3895986285,1.24918800478638,103.846314134924
098628,29446.317105714,25754.3895986285,1.24918800478638,103.846314134924
098629,29446.317105714,25754.3895986285,1.24918800478638,103.846314134924
098630,29446.5675127448,25758.0986373518,1.24922154802834,103.846316385065
098635,25958.1773345743,27817.8087172396,1.26784881382911,103.814972113173
098637,26059.307208371,27729.7474388964,1.26705242478114,103.815880804546
098638,26089.5952294943,27747.2967855875,1.26721113676007,103.816152951508
098639,26123.7375453955,27739.1917157117,1.26713783937447,103.816459732138
098640,26143.4711811307,27710.7226188034,1.26688037598284,103.816637047115
098641,26137.9349853019,27676.3743595406,1.26656974202488,103.81658730454
098642,26111.3144752306,27653.8018290754,1.26636560239314,103.816348111719
098643,26078.250093033,27634.5815686118,1.26619177910824,103.816051018406
098644,26070.0083934784,27601.6160113812,1.26589364964808,103.815976965984
098645,26036.9375944694,27590.994491607,1.2657975903219,103.815679814567
098646,26028.4062303114,27558.1915037166,1.26550093105323,103.815603159456
098647,25994.7934225167,27547.455873644,1.26540383967682,103.815301137978
098648,25970.1366689605,27516.0118576885,1.26511946944165,103.815079590922
098649,25951.9230308304,27485.8025635909,1.26484626599402,103.814915937336
098650,26028.6359945743,27650.1843812689,1.26633288245546,103.815605218313
098651,25979.6173884298,27631.175875619,1.26616097311501,103.815164771049
098652,25945.2185816336,27568.8951405305,1.26559772574832,103.81485569035
098653,25891.6268766311,27555.0498988833,1.26547251073181,103.814374152123
098654,25840.259293341,27618.7275619563,1.26604838578906,103.813912593194
098655,25833.6018805907,27676.7180524952,1.26657283103099,103.81385277022
098656,25924.9650327418,27703.319705613,1.26681341314758,103.814673696844
098657,25917.2871046519,27763.8623320051,1.26736093896248,103.814604704165
098748,25846.353509718,28094.4059669487,1.27035025509732,103.813967319772
098749,25808.6215320198,28118.0152969267,1.27056376702526,103.81362828328
098751,25829.4613112211,28144.3939355407,1.2708023276198,103.813815534131
098752,25858.3245275462,28125.3774391431,1.27063035104879,103.814074881435
098829,26894.8836534716,27632.9732490275,1.26617727280394,103.823388742056
098830,26823.2023182686,27633.9274774827,1.26618589994557,103.822744661427
098843,25791.6174025197,28049.9389391206,1.2699481071223,103.81347549998
098844,25786.9778957076,28053.3042848911,1.26997854180764,103.81343381218
098845,25782.0428220334,28056.4371120092,1.27000687365444,103.813389468625
098846,25777.1439791384,28059.5468446556,1.27003499664469,103.813345450617
098847,25772.1224298346,28062.734456826,1.27006382394068,103.813300330042
098849,25757.0607784574,28071.4873826243,1.27014298127529,103.813164995295
098851,25746.5497065564,28078.34677363,1.27020501446042,103.813070549202
098865,26839.6575378843,27675.3051732834,1.26656010595856,103.822892515541
099106,26473.5588289002,28006.488340456,1.26955519518318,103.81960298086
099110,26551.4234288887,27957.9263571109,1.26911602124748,103.820302623238
099112,26551.4233986201,27957.926387379,1.26911602152121,103.820302622966
099169,25768.1653752513,28237.2474529427,1.2716420580404,103.81326476236
099170,25902.1255386596,28362.5348704401,1.27277512266715,103.814468433147
099196,26990.5809387475,28154.9437807295,1.27089779485602,103.824248597472
099197,27016.181629643,28153.1363280825,1.27088144969082,103.824478628652
099200,27033.6438348099,27934.0732185226,1.26890032012283,103.824635539269
099206,26978.984578022,28154.3798276559,1.27089269429089,103.82414440015
099208,27030.4786512164,28097.2981938645,1.2703764695877,103.824607094065
099209,27042.0303666652,28096.2031890172,1.27036656709774,103.824710890263
099228,25949.0252043383,28032.401820695,1.26978951811185,103.81488986445
099281,26787.7143786147,27742.9841427319,1.26717216895073,103.822425786383
099282,26787.7144088834,27742.9841124639,1.26717216867699,103.822425786655
099308,26945.9407175181,28808.4608160127,1.27680797258683,103.823847467924
099309,27024.1284282323,28776.766998386,1.27652134731823,103.824550014311
099310,26965.660853734,28719.4974004142,1.27600341928173,103.824024663513
099454,27350.0991459269,28303.6767178774,1.27224289288466,103.827478990765
099455,27317.7037769752,28285.0114814304,1.27207409033872,103.827187907339
109024,25295.1362058031,28208.2625593226,1.27137989205499,103.809014432023
109025,25161.9272029462,28329.5701001771,1.27247694326578,103.807817491838
109026,25118.2871267035,28331.8570279553,1.27249762150495,103.807425370143
109030,25141.5942914005,28240.9824918639,1.27167578619671,103.807634801377
109258,25239.477923943,28278.2012758982,1.27201238848315,103.808514316881
109684,24628.4342854727,29404.851057671,1.28220135394635,103.803023755825
109685,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109686,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109687,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109688,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109689,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109690,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109691,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109692,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109693,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109694,24699.470367796,29406.6572996005,1.28221769648725,103.803662042285
109695,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109696,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109697,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109698,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109699,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109700,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109701,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109702,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109703,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109704,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109705,24699.4703980661,29406.6572996005,1.28221769648725,103.803662042557
109707,24628.4342854716,29404.851087939,1.28220135422008,103.803023755825
109919,25293.3067483303,27658.4877064396,1.26640792087177,103.808998040171
117381,21774.6760697704,30219.5058789421,1.28956836796793,103.777381479121
117382,21810.0294985053,30272.3963050302,1.29004669718387,103.777699133755
117395,21801.958661719,30215.5209778138,1.28953233534957,103.777626625155
117422,22453.1877401131,29293.7986729164,1.28119672755424,103.783478346718
117423,22433.321227929,29314.7696335595,1.28138637799456,103.783299834864
117425,22419.6799622255,29337.7967588715,1.281594624749,103.783177258839
117452,22450.4317493927,29409.9342628568,1.28224701621899,103.783453562772
117482,21881.714405331,30027.8266380057,1.28783491011907,103.778343299539
117484,21574.8969347854,30170.3142004647,1.28912345558754,103.775586391917
117489,22658.5093969403,29239.9072543401,1.28070938808961,103.785323249072
117490,22674.6682021918,29252.3647997379,1.28082205245573,103.785468439976
117491,22692.7011101908,29272.8568906095,1.28100737871635,103.785630469074
117492,22719.6391011442,29254.3571594972,1.28084007821509,103.785872520247
117493,22702.2648850069,29232.6388823371,1.28064366288498,103.785716409942
117494,22671.8789469569,29218.4287904147,1.28051514672189,103.785443383155
117503,20825.3101969534,30422.0001126062,1.29139945043901,103.768850992913
117504,20816.6240120579,30458.5376853998,1.29172988120437,103.768772935606
117505,20783.0639310917,30467.4087471384,1.29181010019041,103.76847138231
117506,20795.729175394,30427.4606687445,1.29144882695897,103.768585193936
117526,22930.4847860712,29014.2262014803,1.27866845329678,103.787767087156
117621,20878.6533412724,30403.726210922,1.2912341999871,103.76933030729
117629,22592.1215083374,29082.6839056146,1.27928750443852,103.784726755488
117632,21031.9207855985,30347.5744701233,1.29072641819217,103.770707491114
117634,21037.6552669905,30379.8447717689,1.29101826056423,103.770759010658
117635,21039.7875556383,30396.4531473815,1.29116846126249,103.770778166481
117665,21690.9856396174,30272.9828985538,1.29005197836569,103.776629475669
117666,21688.2819519722,30265.3444096483,1.28998289804427,103.776605183455
117667,21685.5687904472,30258.0704683363,1.28991711455949,103.776580806043
117668,21682.9590546231,30250.6827799435,1.28985030240723,103.776557357977
117669,21680.2899632833,30243.2985723671,1.28978352172205,103.776533376577
117670,21677.6373982636,30236.0246310569,1.28971773824889,103.776509543653
117671,21674.9346489251,30228.5060033649,1.28964974190879,103.776485259852
117679,21680.5258719485,30337.2885314859,1.29063353352353,103.776535477463
117680,21678.6028864062,30331.9428423457,1.29058518862444,103.776518199717
117681,21676.7696757033,30326.9012556374,1.29053959393759,103.776501728574
117682,21674.9783861608,30321.7773400135,1.2904932547057,103.776485634128
117683,21673.2156090567,30316.6968286782,1.29044730801242,103.776469795869
117686,22814.3076684568,29347.9590225294,1.28168659607275,103.786723137986
117687,22835.1528656267,29439.7895426173,1.28251708224096,103.786910425105
117688,22777.051745607,29526.683929652,1.28330291475095,103.786388349806
117703,22495.6549925248,29260.1742119491,1.28089264727623,103.783859936983
117722,23974.5708936517,29549.1583918501,1.28350634181705,103.797148522446
117752,23526.4587218823,28861.3061428051,1.27728558824324,103.793122156661
117755,23558.370771671,28950.8870555386,1.27809573093131,103.793408885676
117756,23568.4181380611,29027.5756232869,1.27878927670559,103.793499154303
117757,23484.3591649375,29041.4834288582,1.2789150420863,103.792743851055
117777,23800.3300067077,29712.1490021925,1.28498034861666,103.795582878441
118136,22723.7640219644,29139.7069708574,1.27980322314975,103.78590960328
118143,22771.8550960179,29214.0852136779,1.28047588167993,103.786341707427
118157,22827.2060065017,29213.5857011434,1.28047137339106,103.786839056397
118158,22830.1786251819,29219.8558350429,1.28052807875244,103.78686576548
118159,22833.441453291,29224.0826984327,1.28056630554507,103.786895082539
118161,22841.3407311462,29233.3079561181,1.28064973680679,103.786966059045
118164,22863.3243374523,29241.6198471263,1.28072491019861,103.787163588741
118166,22929.6980001022,29289.5747152529,1.28115860781559,103.787759973633
118167,23164.0921158251,29266.0363334269,1.28094577183235,103.789866097721
118168,23230.1925191196,29227.456125753,1.2805968761276,103.790460040807
118170,23291.5452680935,29238.0410212669,1.28069261140459,103.791011316973
118171,23249.0852497314,29255.6354369856,1.2808517227192,103.790629794944
118172,23206.8499106115,29277.5944354217,1.28105030575359,103.790250291039
118173,23294.3333731467,29291.8211444691,1.28117898026563,103.791036361182
118174,23214.5023530573,29325.0020281337,1.28147904444017,103.790319043999
118175,23133.9873370767,29358.4817173369,1.28178181059228,103.789595580644
118442,23557.9440839037,28775.6654556543,1.27651108849904,103.793405076186
118443,23571.1768529009,28819.4289042,1.27690687155574,103.793523971366
118450,23600.1092013003,28912.256270064,1.27774637356666,103.793783926302
118454,23549.6028329515,29156.8472457491,1.27995836101669,103.793330073651
118455,23506.5514387227,29187.3907589223,1.28023457967215,103.792943236295
118456,23538.0694598998,29213.6927590016,1.28047245015514,103.793226433951
118457,23580.2739559436,29193.8706196807,1.28029319166186,103.793605660121
118509,23780.3540454945,28589.1222980712,1.27482408833366,103.795403535743
118510,23773.3311771084,28589.0459924824,1.27482339731659,103.795340432752
118511,23767.498687985,28591.7538873795,1.27484788578565,103.795288025378
118512,23761.3202055408,28593.3765237183,1.27486255951114,103.795232509273
118513,23756.1733770534,28597.6357133147,1.27490107743268,103.795186262599
118514,23750.529366667,28599.0647253618,1.27491400015771,103.795135548942
118527,23716.4617521481,28611.9226859175,1.27503027843542,103.794829437424
118531,23710.9270999874,28614.0245552417,1.27504928625224,103.794779706295
118539,23561.3375183624,28722.6412450802,1.27603155670532,103.793435574825
118541,23550.480453139,28726.3561255243,1.27606515125016,103.793338019623
118542,23544.3764904704,28728.3300218154,1.27608300161371,103.79328317302
118544,23539.3890531859,28730.2724696696,1.27610056772487,103.793238358808
118545,23533.2832744378,28732.2245124765,1.27611822045076,103.793183495888
118546,23528.4389744465,28734.1229506824,1.2761353885726,103.793139967821
118548,23516.7765992504,28737.8595938087,1.27616917980584,103.793035176606
118549,23532.5426471446,28815.2286463678,1.2768688804714,103.793176829437
118553,23415.5796213324,28781.6320924815,1.27656502835017,103.792125878584
118571,22906.7626473173,29029.8393960577,1.27880964969522,103.787553932401
118572,22862.2915333117,29078.5942469947,1.27925056413258,103.787154334976
118574,22665.6456189243,29039.4457276575,1.27889648615724,103.785387404398
118575,22657.7964043173,29043.0197409075,1.2789288069423,103.785316875677
118576,22649.6270149753,29046.457275819,1.27895989340927,103.785243470087
118578,22641.7654812961,29049.7425930388,1.27898960332332,103.785172830719
118579,22706.689337794,29104.7078591417,1.27948670070187,103.785756186651
118580,22633.8031854996,29053.7188980598,1.27902556226749,103.785101285848
118582,22625.6578289372,29056.2323514279,1.2790482916655,103.785028096353
118584,22615.0107932531,29058.9952432495,1.27907327646797,103.784932428294
118604,22557.131204603,29178.5179719087,1.28015418781096,103.784412338094
118607,22507.5710739623,29199.6053432152,1.2803448859447,103.783967017979
118609,22509.858122811,29244.6819682345,1.28075254338413,103.783987560182
118617,22415.8391972326,29429.1546746623,1.28242083270189,103.783142732009
118618,22471.428528625,29310.7604272403,1.28135012685904,103.783642244193
118633,22113.2865158603,29922.2645325474,1.28688028822624,103.780424088029
118635,22080.4940309608,29948.6335156746,1.28711875378195,103.78012942949
118652,21842.6259074066,30070.8000921756,1.28822353911781,103.777992065243
118653,21770.5408275687,30096.6639329214,1.28845742826025,103.777344346542
118655,21851.8816752192,30249.810819868,1.28984245033115,103.778075197163
118659,21787.1120946336,30251.3023958373,1.28985592683045,103.777493215625
118668,21742.1568744978,30217.2868422531,1.28954829330896,103.777089281289
118669,21763.1358561554,30271.5713208653,1.29003922701443,103.777277775278
118676,21718.1162862862,30259.6033298355,1.28993098376015,103.776873258339
118684,21631.6301235482,30143.4461890906,1.28888048243284,103.77609616815
118687,21699.5738773171,30307.3237724286,1.29036254674275,103.776706637645
118689,21644.244517639,30238.045261113,1.2897360053492,103.77620949454
118690,21646.2439601065,30243.4787274059,1.28978514409106,103.776227459254
118691,21599.7392916169,30188.0047473014,1.28928344768343,103.77580960702
118693,21571.3041251156,30196.7694170773,1.28936270641603,103.775554103665
118695,21552.5732374138,30204.5968084708,1.28943349070881,103.775385797395
118699,21465.7954123832,30327.7161908317,1.29054692058661,103.774606037683
118707,21433.9191696185,30365.0710294526,1.29088473777253,103.774319608719
118709,21404.7092032718,30380.0629131273,1.29102031288519,103.774057141962
118713,21261.1582054723,30320.0020319652,1.29047711309133,103.772767289731
118718,21233.424862711,30328.0887594428,1.29055024058912,103.772518092497
118719,21188.5038756644,30347.4460733365,1.29072529149113,103.772114454747
118720,21091.5036747607,30378.2374812961,1.29100373673907,103.771242861201
118721,21085.3428688209,30349.4387357775,1.2907432897954,103.771187510138
118722,21218.0453672366,30439.1218029559,1.29155438052447,103.772379877483
118723,21200.3049690303,30415.065657001,1.29133682146524,103.772220477835
118726,21078.1247416704,30350.9819186591,1.29075724419522,103.771122651951
118728,21077.0382723943,30381.3093486969,1.2910315144147,103.77111288291
118729,21070.9462958494,30352.5166265052,1.29077112195692,103.771058150318
118732,21063.7691818184,30354.0510316715,1.29078499697991,103.770993660652
118734,21062.8131675513,30384.3302448113,1.29105883117066,103.770985063799
118735,21056.6005125545,30355.5836510267,1.29079885585285,103.770929246865
118736,21055.5085042364,30385.8814487085,1.29107285808479,103.770919428039
118737,21049.4802115278,30357.1059490014,1.29081262139198,103.770865267688
118753,20891.2715793965,30542.4070598744,1.29248838293912,103.769443656052
118756,20902.1601535919,30552.2172463443,1.29257710523743,103.769541492229
118797,20960.5913762421,30363.5347779375,1.29087074155665,103.770066563415
118816,21648.2022381172,30248.7436010297,1.28983275813232,103.776245054123
118818,21652.1113482139,30259.2661444973,1.28992792106459,103.77628017696
118819,21654.0569439398,30264.5213626344,1.28997544778216,103.776297657878
118820,21655.9910983666,30269.777458543,1.29002298243557,103.776315035991
118821,21657.9391155313,30274.9931769613,1.29007015193201,103.776332538675
118822,21659.999275575,30280.5304019023,1.29012022904166,103.776351048945
118823,21667.6898859498,30301.2193557415,1.29030733413625,103.776420148081
118824,21669.6147178378,30306.5745187607,1.29035576471471,103.776437442412
118825,21671.4104265083,30311.6648671888,1.290401800378,103.776453576571
118836,22776.3517682157,29363.2709295954,1.28182506527515,103.786382087169
118838,22774.9203044616,29370.1907960326,1.28188764586206,103.786369223779
118840,22773.6171466899,29377.3790789507,1.28195265393384,103.786357513222
118842,22761.1574825327,29404.3995804265,1.28219701572089,103.786245553894
118843,22761.7928075114,29400.7096105311,1.28216364504422,103.786251263143
118844,22761.7928075114,29400.7096105311,1.28216364504422,103.786251263143
118846,22743.6701246726,29433.27423805,1.2824581449952,103.786088418471
118847,22735.2327123355,29437.361566035,1.28249510793395,103.786012604389
118848,22726.723231928,29442.8930703271,1.28254513147779,103.785936142507
118850,22719.5575591971,29448.1456854176,1.28259263306931,103.785871755298
118851,22714.8807016921,29455.9389345255,1.28266311167193,103.785829730629
118852,22712.5841789629,29467.0999205727,1.28276404729467,103.785809093623
118853,22661.2902074089,29296.5227006469,1.28122139862596,103.785348226184
118854,22696.3581485204,29491.6082096677,1.28298568885877,103.785663292367
118856,22697.0675089863,29491.4931913298,1.28298464879313,103.785669666264
118858,22697.0675089863,29491.4931913298,1.28298464879313,103.785669666264
118859,22697.0675089863,29491.4931913298,1.28298464879313,103.785669666264
118860,22608.0074174485,29341.2979473527,1.28162632104245,103.784869452404
118861,22697.0675089863,29491.4931913298,1.28298464879313,103.785669666264
118862,22520.451553897,29402.4276818242,1.28217914161629,103.78408271893
118863,22530.9217337534,29350.4751092121,1.2817093027621,103.784176806479
118864,22507.8760541659,29375.6725094915,1.28193717512092,103.783969727867
118885,22701.5083670206,29333.9673443753,1.28156004152176,103.785709595421
118886,22729.8698309806,29315.187634414,1.28139020922383,103.785964437137
118892,22701.2940394281,29373.4317403901,1.28191694352023,103.785707663012
118893,22603.694320573,29438.7972370386,1.28250806936985,103.784830680986
118894,22661.2289147401,29465.9706220999,1.28275382565311,103.785347646917
118895,22649.6325237478,29506.2241044492,1.28311786193095,103.785243442066
118896,22587.448585673,29513.5990500227,1.28318454769656,103.784684694019
118897,22759.6723536447,29199.7775377762,1.28034648609735,103.786232243237
118898,22761.8126935765,29204.7390656658,1.28039135675645,103.786251474182
